CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL201296496,2499-13,STOLEN VEHICLE,06/08/2012 02:24:00 PM,06/08/2012 02:24:00 PM,6,"1200 W 500 S
Salt lake City, Utah
(40.758488129000455, -111.92568251399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20129435,2499-13,STOLEN VEHICLE,01/17/2012 07:07:00 AM,01/17/2012 06:26:00 AM,3,"500 S MAIN ST
Salt lake City, Utah
(40.758061298000484, -111.89124730899971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012119668,2499-13,STOLEN VEHICLE,07/12/2012 09:59:00 PM,07/12/2012 09:30:00 PM,5,"1400 S FOOTHILL DR
Salt lake City, Utah
(40.74005064500045, -111.82594186399967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201235993,2499-14,STOLEN VEHICLE,03/03/2012 04:01:00 AM,03/03/2012 04:01:00 AM,7,"700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012166895,2499-17,STOLEN VEHICLE,09/22/2012 02:43:00 PM,09/22/2012 02:43:00 PM,7,"600 E 500 S
Salt lake City, Utah
(40.75846329100045, -111.87373865999967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201217906,2499-14,STOLEN VEHICLE,02/01/2012 08:19:00 AM,02/01/2012 08:19:00 AM,4,"600 S REDWOOD RD
Salt lake City, Utah
(40.7561771070005, -111.93906526499967)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012120539,2499-17,STOLEN VEHICLE,07/14/2012 03:50:00 AM,07/14/2012 03:10:00 AM,7,"700 S REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012172496,2499-17,STOLEN VEHICLE,10/01/2012 02:43:00 PM,09/28/2012 04:11:00 AM,6,"3000 W 500 S
Salt lake City, Utah
(40.75845664800045, -111.96302659599968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201271826,2499-13,STOLEN VEHICLE,04/30/2012 02:55:00 PM,04/28/2012 08:00:00 PM,7,"1600 S 300 W
Salt lake City, Utah
(40.73477022600048, -111.88254642899972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012198176,2499-13,STOLEN VEHICLE,11/15/2012 07:55:00 AM,11/15/2012 12:30:00 AM,5,"100 S 1000 E
Salt lake City, Utah
(40.76709086000045, -111.8624628659997)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012109742,2499-13,STOLEN VEHICLE,06/28/2012 04:20:00 PM,06/28/2012 03:00:00 PM,5,"500 N ARCTIC CT
Salt lake City, Utah
(40.78030374800045, -111.89819180399968)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012132089,2499-14,STOLEN VEHICLE,07/31/2012 09:01:00 AM,07/31/2012 09:01:00 AM,3,"1300 W UTAHNA CIR
Salt lake City, Utah
(40.73896766100046, -111.92335834999972)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012190375,2499-13,STOLEN VEHICLE,11/01/2012 01:24:00 PM,11/01/2012 01:00:00 PM,5,"500 N TERMINAL NORTHBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012178070,2499-17,STOLEN VEHICLE,10/11/2012 01:04:00 AM,10/11/2012 01:04:00 AM,5,"1500 W 400 S
Salt lake City, Utah
(40.7606742910005, -111.93439544599971)","Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
