"Report.Submission.Source","Incident.City","Date.of.Incident","Hazardous.Class","Total.Hazmat.Fatalities","Total.Hazmat.Hosp.Injuries","Total.Hazmat.NonHosp.Injuries","Total.Amount.of.Damages","Origin.State","Mode.of.Transportation","HMIS.Serious.Injury","HMIS.Serious.Incident.Ind","year","month"
"Paper","SALT LAKE CY",1977-10-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,10
"Paper","VERNAL",2002-10-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,75,"UTAH","Highway","No","No",2002,10
"Paper","WEST VALLEY CITY",2003-05-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,377,"NEVADA","Highway","No","No",2003,5
"Paper","SALT LAKE CITY",2007-10-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,10
"Paper","SALT LAKE CY",1979-04-21,"POISONOUS MATERIALS",0,0,0,0,"UTAH","Highway","No","No",1979,4
"Paper","SALT LAKE CY",1974-07-08,"CORROSIVE MATERIAL",0,0,1,0,"MISSOURI","Highway","No","No",1974,7
"Paper","SALT LAKE CY",1978-06-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1978,6
"XML","N Salt Lake",2013-08-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2013,8
"XML","SALT LAKE CITY",2010-11-01,"CORROSIVE MATERIAL",0,0,0,2500,"CALIFORNIA","Highway","No","Yes",2010,11
"Paper","SALT LAKE CITY",2001-02-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,15,"OHIO","Highway","No","No",2001,2
"Paper","SALT LAKE CITY",2010-08-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2010,8
"XML","NORTH SALT LAKE",2006-03-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,3
"Web","WEST VALLEY",2013-09-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2013,9
"Paper","WEST VALLEY CITY",1993-04-07,"NONFLAMMABLE COMPRESSED GAS",0,0,0,5375,"MICHIGAN","Highway","No","No",1993,4
"XML","N Salt Lake",2013-04-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ARIZONA","Highway","No","No",2013,4
"Web","SALK LAKE CITY",2014-06-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2014,6
"Paper","OGDEN",1986-12-27,"CORROSIVE MATERIAL",0,0,0,0,"NEBRASKA","Rail","No","No",1986,12
"Paper","BLUEBELL",2001-07-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,2110,"UTAH","Highway","No","Yes",2001,7
"Paper","SALT LAKE CITY",1989-08-24,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1989,8
"Paper","SALT LAKE",2000-11-07,"FLAMMABLE GAS",0,0,0,0,"NEVADA","Rail","No","No",2000,11
"Paper","SALT LAKE CY",1979-06-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",1979,6
"Paper","SALT LAKE CY",1980-09-06,"CORROSIVE MATERIAL",0,0,0,0,"MICHIGAN","Highway","No","No",1980,9
"Paper","UNKNOWN",1982-06-19,"RADIOACTIVE MATERIAL",0,0,0,0,"ARIZONA","Highway","No","No",1982,6
"Paper","SALT LAKE CITY",2009-08-05,"FLAMMABLE GAS",0,0,0,0,"ARIZONA","Highway","No","No",2009,8
"XML","NORTH SALT LAKE",2006-03-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,3
"Paper","WEST VALLEY CITY",2003-07-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,600,"NEW YORK","Highway","No","No",2003,7
"Paper","SALT LAKE CITY",2008-12-04,"CORROSIVE MATERIAL",0,0,0,0,"MONTANA","Highway","No","No",2008,12
"Paper","WEST VALLEY CITY",1994-10-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,30,"COLORADO","Highway","No","No",1994,10
"Paper","SALT LAKE CITY",2000-01-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,500,"ILLINOIS","Highway","No","No",2000,1
"Paper","SALT LAKE CITY",1995-10-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1995,10
"XML","N Salt Lake",2013-03-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",2013,3
"Paper","SALT LAKE CITY",2006-09-28,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","No",2006,9
"Paper","BINGHAM",2001-01-31,"OXIDIZER",0,0,0,500,"NEVADA","Highway","No","Yes",2001,1
"Paper","WEST VALLEY CITY",1994-10-27,"CORROSIVE MATERIAL",0,0,0,80,"GEORGIA","Highway","No","No",1994,10
"Paper","SALT LAKE CITY",2010-06-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",2010,6
"Paper","WEST VALLEY CITY",1994-04-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,60,"COLORADO","Highway","No","No",1994,4
"Web","SALT LAKE CITY",2013-10-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"SOUTH CAROLINA","Highway","No","No",2013,10
"Paper","SALT LAKE CITY",1994-11-15,"POISONOUS MATERIALS",0,0,0,482,"UTAH","Highway","No","No",1994,11
"XML","Salt Lake City",2011-02-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2011,2
"Paper","SALT LAKE CY",1976-01-16,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WISCONSIN","Highway","No","No",1976,1
"Paper","OGDEN",1995-02-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Rail","No","No",1995,2
"Paper","SALT LAKE CITY",2010-07-10,"CORROSIVE MATERIAL",0,0,0,0,"NEVADA","Highway","No","No",2010,7
"Paper","WEST VALLEY CITY",1998-05-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,500,"INDIANA","Highway","No","No",1998,5
"Web","WEST VALLEY CITY",2014-05-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",2014,5
"Paper","WEST VALLEY CITY",2003-08-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,2510,"MICHIGAN","Highway","No","No",2003,8
"Paper","ALTAMONT",1996-08-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,61150,"UTAH","Highway","No","Yes",1996,8
"XML","N SALT LAKE",2010-08-30,"OXIDIZER",0,0,0,0,"WISCONSIN","Highway","No","No",2010,8
"Paper","SALT LAKE CITY",2006-06-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,NA,"Highway","No","No",2006,6
"Paper","WEST VALLEY CITY",2008-02-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2008,2
"Paper","SALT LAKE CITY",2014-04-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,2000,"MICHIGAN","Highway","No","No",2014,4
"XML","N SALT LAKE",2013-12-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"INDIANA","Highway","No","No",2013,12
"Paper","SALT LAKE CITY",2011-08-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2011,8
"XML","OREM",2007-06-26,"COMBUSTIBLE LIQUID",0,0,0,0,"OKLAHOMA","Highway","No","No",2007,6
"Paper","NORTH SALT LAKE",2004-05-12,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2004,5
"XML","NORTH SALT LAKE",2006-04-11,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,4
"Paper","VERNAL",1985-03-03,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Highway","No","Yes",1985,3
"Paper","SALT LAKE CITY",2001-02-02,"CORROSIVE MATERIAL",0,0,0,0,"COLORADO","Highway","No","No",2001,2
"XML","NORTH SALT LAKE",2006-07-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,7
"Paper","SALT LAKE CY",1979-09-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"COLORADO","Highway","No","No",1979,9
"Paper","SALT LAKE CITY",2006-06-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WEST VIRGINIA","Highway","No","No",2006,6
"Paper","WEST VALLEY",2002-08-24,"NONFLAMMABLE COMPRESSED GAS",0,0,0,385,"ILLINOIS","Highway","No","No",2002,8
"Web","BINGHAM",2014-10-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,2500,"CALIFORNIA","Highway","No","No",2014,10
"Paper","SALT LAKE CY",1977-04-28,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,4
"Paper","DUCHESNE",2001-02-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,5801,"UTAH","Highway","No","Yes",2001,2
"Web","SALT LAKE CITY",2012-02-10,"OXIDIZER",0,0,0,0,"COLORADO","Highway","No","No",2012,2
"XML","SALT LAKE CITY",2006-12-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2006,12
"Paper","SALT LAKE CITY",2003-01-20,"POISONOUS MATERIALS",0,0,0,200,"ILLINOIS","Highway","No","No",2003,1
"Paper","NORTH SALT LAKE",2001-12-05,"CORROSIVE MATERIAL",0,0,0,525,"UTAH","Highway","No","No",2001,12
"Paper","OGDEN",1986-09-18,"FLAMMABLE GAS",0,0,0,0,"TEXAS","Highway","No","No",1986,9
"Web","SALT LAKE CITY",2007-09-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",2007,9
"Paper","JORDAN",1996-11-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,158,"WYOMING","Highway","No","No",1996,11
"Paper","SALT LAKE CITY",2008-11-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WASHINGTON","Highway","No","No",2008,11
"Paper","SALT LAKE CITY",1983-09-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1983,9
"Paper","SALT LAKE CITY",2000-05-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,360,"GEORGIA","Highway","No","No",2000,5
"Paper","WEST VALLEY CITY",2000-04-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,357,"OHIO","Highway","No","No",2000,4
"Paper","GREEN RIVER",1977-09-08,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1977,9
"Paper","WEST VALLEY CITY",1997-02-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,350,"OHIO","Highway","No","No",1997,2
"Paper","SALT LAKE CITY",1997-07-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"UTAH","Highway","No","No",1997,7
"Paper","SALT LAKE CITY",2005-09-16,"CORROSIVE MATERIAL",0,0,0,0,"TENNESSEE","Highway","No","No",2005,9
"Paper","SALT LAKE CITY",1990-04-13,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1990,4
"Paper","SALT LAKE CITY",2007-07-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",2007,7
"Paper","SALT LAKE CITY",1994-12-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,80,"PENNSYLVANIA","Highway","No","No",1994,12
"Paper","SALT LAKE CITY",1995-07-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,410,"MASSACHUSETTS","Highway","No","No",1995,7
"Paper","SALT LAKE CITY",1999-01-27,"ORGANIC PEROXIDE",0,0,0,200,"NEVADA","Highway","No","No",1999,1
"Paper","SALT LAKE CITY",1999-04-24,"CORROSIVE MATERIAL",0,0,0,150,"COLORADO","Highway","No","No",1999,4
"Web","SALT LAKE CITY",2013-07-22,"CORROSIVE MATERIAL",0,0,0,2000,"GEORGIA","Highway","No","No",2013,7
"XML","N Salt Lake",2014-01-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2014,1
"Paper","WEST VALLEY CITY",2001-11-19,"OXIDIZER",0,0,0,410,"MINNESOTA","Highway","No","No",2001,11
"XML","Salt Lake City",2013-04-26,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2013,4
"Web","SALT LAKE CITY",2007-08-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",2007,8
"Paper","BRIGHAM CITY",1990-08-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,30,"KANSAS","Highway","No","No",1990,8
"XML","Salt Lake City",2013-07-15,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2013,7
"Paper","SALT LAKE CITY",1994-12-01,"CORROSIVE MATERIAL",0,0,0,115,"COLORADO","Highway","No","No",1994,12
"Paper","OGDEN",2001-07-13,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"UTAH","Rail","No","No",2001,7
"Paper","SALT LAKE",1987-07-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1987,7
"Paper","MIDVALE",1981-03-04,"COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1981,3
"XML","Orem",2007-01-23,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"CALIFORNIA","Highway","No","No",2007,1
"Paper","SALT LAKE CITY",1999-06-15,"CORROSIVE MATERIAL",0,0,0,250,"CALIFORNIA","Highway","No","No",1999,6
"Paper","NEOLA",1976-03-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1976,3
"Paper","SALT LAKE CITY",1997-10-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"NEVADA","Highway","No","No",1997,10
"XML","SALT LAKE CITY",2010-07-21,"CORROSIVE MATERIAL",0,0,0,0,"ARIZONA","Highway","No","No",2010,7
"Web","SALT LAKE CITY",2013-05-17,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"IDAHO","Highway","No","No",2013,5
"XML","SALT LAKE CITY",2012-08-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,3500,"ILLINOIS","Rail","No","No",2012,8
"Web","SALT LAKE CITY",2011-04-28,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2011,4
"Paper","SALT LAKE CITY",1973-06-05,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","Highway","No","No",1973,6
"Paper","OGDEN",1996-07-19,"CORROSIVE MATERIAL",0,0,0,0,"OREGON","Rail","No","No",1996,7
"Web","SALT LAKE CITY",2008-10-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2008,10
"Paper","NORTH SALT LAKE",2002-09-25,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"ILLINOIS","Highway","No","No",2002,9
"Paper","SALT LAKE CY",1979-04-06,"POISONOUS MATERIALS",0,0,0,0,"CALIFORNIA","Highway","No","No",1979,4
"Paper","SALT LAKE CITY",1996-08-30,"CORROSIVE MATERIAL",0,0,0,310,"NEW JERSEY","Highway","No","No",1996,8
"XML","NORTH SALT LAKE",2005-10-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MICHIGAN","Highway","No","No",2005,10
"Paper","NORTH SALT LAKE",2000-10-02,"CORROSIVE MATERIAL",0,0,0,125,"TEXAS","Highway","No","No",2000,10
"Web","SALT LAKE CITY",2011-05-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"ILLINOIS","Highway","No","No",2011,5
"Paper","OGDEN",1995-10-15,"CORROSIVE MATERIAL",0,0,0,0,"UTAH","Rail","No","No",1995,10
"Web","SALT LAKE CITY",2013-06-20,"CORROSIVE MATERIAL",0,0,0,0,"SOUTH CAROLINA","Highway","No","No",2013,6
"Paper","SALT LAKE CITY",1999-01-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"CALIFORNIA","Highway","No","No",1999,1
"Paper","SALT LAKE CITY",2009-09-28,"FLAMMABLE GAS",0,0,0,0,"UTAH","Highway","No","No",2009,9
"Paper","WEST VALLEY CITY",1995-07-07,"CORROSIVE MATERIAL",0,0,0,520,"CONNECTICUT","Highway","No","No",1995,7
"Paper","NORTH SALT LAKE",1999-10-04,"CORROSIVE MATERIAL",0,0,0,125,"CALIFORNIA","Highway","No","No",1999,10
"Paper","SALT LAKE CY",1978-11-07,"POISONOUS MATERIALS",0,0,0,0,"DELAWARE","Highway","No","No",1978,11
"Paper","WEST VALLEY CITY",1991-02-03,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,210,"MINNESOTA","Highway","No","No",1991,2
"Paper","WEST VALLEY CITY",1995-09-08,"POISONOUS MATERIALS",0,0,0,150,"NEVADA","Highway","No","No",1995,9
"Web","UINTAH",2011-10-26,"FLAMMABLE GAS",0,0,0,140000,"WYOMING","Highway","No","No",2011,10
"Paper","SALT LAKE CITY",2008-06-24,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OKLAHOMA","Highway","No","No",2008,6
"Paper","SALT LAKE CITY",2013-01-25,"OXIDIZER",0,0,0,0,"CALIFORNIA","Highway","No","No",2013,1
"Paper","SALT LAKE CITY",1987-09-27,"CORROSIVE MATERIAL",0,0,0,0,"ILLINOIS","Highway","No","No",1987,9
"Paper","SNOWVILLE",2006-08-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,600,"TEXAS","Highway","No","No",2006,8
"Paper","NORTH SALT LAKE",2004-04-05,"OXIDIZER",0,0,0,525,"COLORADO","Highway","No","No",2004,4
"Paper","SALT LAKE CITY",1993-02-11,"CORROSIVE MATERIAL",0,0,0,120,"UTAH","Highway","No","No",1993,2
"Paper","SEVIER",1984-03-14,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","Yes",1984,3
"Paper","SALT LAKE CITY",2006-06-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1500,"NEW YORK","Highway","No","No",2006,6
"Paper","SALT LAKE CY",1979-09-28,"CORROSIVE MATERIAL",0,0,0,0,"NEW JERSEY","Highway","No","No",1979,9
"Paper","NORTH SALT LAKE",2004-08-05,"CORROSIVE MATERIAL",0,0,0,525,"NEW YORK","Highway","No","No",2004,8
"Paper","SALT LAKE CITY",1986-12-11,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",1986,12
"Paper","SALT LAKE CY",1979-03-02,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"LOUISIANA","Highway","No","No",1979,3
"Paper","WEST VALLEY CITY",1996-08-18,"CORROSIVE MATERIAL",0,0,0,360,"MISSOURI","Highway","No","No",1996,8
"Paper","NORTH SALT LAKE",2002-01-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,525,"ILLINOIS","Highway","No","No",2002,1
"Paper","SALT LAKE CITY",1972-10-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MICHIGAN","Highway","No","No",1972,10
"Web","MYTON",2014-01-12,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,55000,"UTAH","Highway","No","No",2014,1
"Paper","NORTH SALT LAKE",2003-07-17,"CORROSIVE MATERIAL",0,0,0,525,"MINNESOTA","Highway","No","No",2003,7
"Paper","SALT LAKE CITY",2002-02-05,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",2002,2
"Paper","SALT LAKE CITY",1997-10-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,300,"OHIO","Highway","No","No",1997,10
"Paper","ROOSEVELT",1974-05-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1974,5
"Paper","CLEARFIELD",2004-10-01,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2004,10
"Paper","SALT LAKE CITY",2000-08-30,"CORROSIVE MATERIAL",0,0,0,150,"COLORADO","Highway","No","No",2000,8
"Web","SALT LAKE CITY",2013-04-25,"CORROSIVE MATERIAL",0,0,0,2000,"WASHINGTON","Highway","No","No",2013,4
"Paper","WEST VALLEY CITY",2002-03-25,"CORROSIVE MATERIAL",0,0,0,370,"MICHIGAN","Highway","No","No",2002,3
"Paper","NORTH SALT LAKE",2000-05-15,"CORROSIVE MATERIAL",0,0,0,125,"NEVADA","Highway","No","No",2000,5
"Web","SALT LAKE CITY",2013-04-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NORTH CAROLINA","Highway","No","No",2013,4
"Paper","DELTA",1984-09-04,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","Yes",1984,9
"Paper","NORTH SALT LAKE",1980-11-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"GEORGIA","Highway","No","No",1980,11
"Paper","SALT LAKE CITY",1996-11-01,"CORROSIVE MATERIAL",0,0,0,150,"CALIFORNIA","Highway","No","No",1996,11
"Web","SALT LAKE CITY",2008-07-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OKLAHOMA","Highway","No","No",2008,7
"XML","N Salt Lake",2014-07-22,"OXIDIZER",0,0,0,0,"COLORADO","Highway","No","No",2014,7
"Web","SALT LAKE CITY",2012-09-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",2012,9
"Paper","HONEYVILLE",2000-08-29,"MISCELLANEOUS HAZARDOUS MATERIAL",0,0,0,85020,"MONTANA","Highway","No","No",2000,8
"XML","SALT LAKE CITY",2006-04-24,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Highway","No","No",2006,4
"Paper","CEDAR",2010-11-28,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,126337,"UTAH","Highway","No","Yes",2010,11
"Paper","SALT LAKE CITY",2001-05-05,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"PENNSYLVANIA","Highway","No","No",2001,5
"Paper","OGDEN",1997-07-02,"CORROSIVE MATERIAL",0,0,0,0,"WYOMING","Rail","No","No",1997,7
"Paper","THIOKOL",1975-02-21,"POISONOUS MATERIALS",0,0,0,0,"NEW YORK","Highway","No","No",1975,2
"Paper","SALT LAKE CITY",2000-06-22,"CORROSIVE MATERIAL",0,0,0,1500,"MASSACHUSETTS","Highway","No","No",2000,6
"Paper","SALT LAKE CY",1977-12-31,"CORROSIVE MATERIAL",0,0,0,0,"NEW JERSEY","Highway","No","No",1977,12
"Paper","SALT LAKE CY",1975-03-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"UTAH","Highway","No","No",1975,3
"Web","SALT LAKE CITY",2007-03-07,"COMBUSTIBLE LIQUID",0,0,0,0,"OHIO","Highway","No","No",2007,3
"Paper","SALT LAKE CITY",1997-10-13,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,150,"UTAH","Highway","No","No",1997,10
"Paper","SALT LAKE CITY",2007-11-19,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"MISSOURI","Highway","No","No",2007,11
"XML","SALT LAKE CITY",2012-03-06,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEVADA","Highway","No","No",2012,3
"Web","SALT LAKE CITY",2005-05-12,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2005,5
"Paper","SALT LAKE CITY",2005-11-10,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2005,11
"XML","N SALT LAKE",2010-04-01,"CORROSIVE MATERIAL",0,0,0,0,"TEXAS","Highway","No","No",2010,4
"Paper","SALT LAKE",1987-06-07,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"IOWA","Highway","No","No",1987,6
"Paper","SALT LAKE CITY",1972-09-08,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"NEW JERSEY","Highway","No","No",1972,9
"Paper","SALT LAKE CITY",2010-05-21,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TENNESSEE","Highway","No","No",2010,5
"Paper","WEST VALLEY CITY",1995-07-28,"CORROSIVE MATERIAL",0,0,0,570,"DELAWARE","Highway","No","No",1995,7
"Paper","SALT LAKE CY",1977-04-22,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",1977,4
"Paper","SALT LAKE CITY",1987-01-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"INDIANA","Highway","No","No",1987,1
"Paper","SALT LAKE CITY",1996-02-02,"CORROSIVE MATERIAL",0,0,0,515,"UTAH","Highway","No","No",1996,2
"Paper","SALT LAKE CITY",2011-11-11,"NONFLAMMABLE COMPRESSED GAS",0,0,0,0,"GEORGIA","Air","No","No",2011,11
"Paper","SALT LAKE CITY",2005-07-18,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,1220,NA,"Highway","No","No",2005,7
"Paper","OURAY",1980-02-19,"CORROSIVE MATERIAL",0,0,1,0,"UTAH","Highway","No","Yes",1980,2
"Paper","SALT LAKE",1993-08-31,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Rail","No","No",1993,8
"Paper","NORTH SALT LAKE",1999-07-09,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,125,"ILLINOIS","Highway","No","No",1999,7
"Paper","SALT LAKE CITY",2004-05-11,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"TEXAS","Highway","No","No",2004,5
"Paper","SALT LAKE CITY",2010-01-20,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"CALIFORNIA","Highway","No","No",2010,1
"Paper","OGDEN",1996-09-03,"CORROSIVE MATERIAL",0,0,0,0,"CALIFORNIA","Rail","No","No",1996,9
"Web","SALT LAKE CITY",2010-06-01,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"OREGON","Highway","No","No",2010,6
"Paper","MORGAN",1979-02-23,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,0,"WYOMING","Highway","No","Yes",1979,2
"Paper","WEST VALLEY CITY",1994-04-05,"POISONOUS MATERIALS",0,0,0,570,"VIRGINIA","Highway","No","No",1994,4
"Paper","NORTH SALT LAKE",2004-05-24,"CORROSIVE MATERIAL",0,0,0,525,"CALIFORNIA","Highway","No","No",2004,5
"Paper","SALT LAKE",1992-12-30,"FLAMMABLE - COMBUSTIBLE LIQUID",0,0,0,100,"INDIANA","Highway","No","No",1992,12
