"name_org","city","state","formation_yr","exempt_status.501c3","gross_receipts","voting_memb_ct","income_tot_unrelated","fundraise_expense_tot_curyr","asset_tot_beginyr","rev_giftsgrants_tot_curyr","rev_investmt_curyr","rev_prgmservice_curyr","rev_tot_curyr","grants_expense_tot_curyr","benefits_expense_tot_curyr","salaries_expense_tot_curyr","expense_tot_curyr","rev_less_expense_curyr","asset_tot_endyr","liability_tot_endyr","asset_net_endyr","delegate_management","memb_elect_board","conflict_interest_policy","enforce_conflict_policy","whistleblower_policy"
"ARHEALTH VENTURES INC","LITTLE ROCK","AR",2012,"true",2238264,11,0,0,4396718,1098408,13576,1126280,2238264,0,0,587179,1600277,637987,5019199,0,5019199,"no","yes","yes","yes","no"
"FRATERNAL ORDER OF EAGLES 1248","RUMFORD","ME",1905,"",1129938,14,0,0,1504435,34430,2317,7870,306139,0,0,158216,363517,-57378,1448917,0,1448917,"no","yes","no","","no"
"INTERNATIONAL ASSOCIATION OF VENUE MANAGERS FOUNDATION","COPPELL","TX",1989,"true",395366,16,0,18655,84659,379756,6170,0,361699,21602,0,44361,321175,40524,260304,185620,74684,"no","no","no","no","no"
"WYOMING ELKS CHARITABLE & BENEVOLEN TRUST","CODY","WY",1988,"true",183633,7,0,0,1088831,121007,62626,0,183633,45515,0,0,45623,138010,1188844,0,1188844,"no","no","no","","no"
"THE EXTRA MILE","MONROE","LA",1998,"true",308600,9,0,0,43462,308600,0,0,308600,0,0,210046,292646,15954,48369,46323,2046,"no","no","no","no","no"
"NATIVE SONS OF THE GOLDEN WEST","REDWOOD CITY","CA",1905,"",72578,173,0,0,1150427,27702,38089,0,63993,0,0,2340,36824,27169,1177596,0,1177596,"no","yes","no","","no"
"THE DWELLING PLACE OF NY INC","NEW YORK","NY",NA,"true",355768,11,0,0,681491,325073,24381,0,355768,0,0,292420,370462,-14694,667127,2857,664270,"no","no","no","no","no"
"GOLD SAND RURAL FIRE DEPARTMENT","LOUISBURG","NC",1982,"",100280,10,0,289,200481,99338,1,0,100280,0,0,960,87791,12489,206771,65451,141320,"no","no","no","","no"
"CASWELL FAMILY MEDICAL CENTER INC","YANCEYVILLE","NC",1978,"true",3782293,10,0,0,2523058,1367568,2801,2393008,3782293,0,0,2362458,3512011,270282,2896877,310746,2586131,"no","no","yes","yes","no"
"INTERNATIONAL UNION SECURITY POLICE FIRE PROFESSIONALS OF AMERICA","DRAVOSBURG","PA",NA,"",450636,5,0,0,369344,0,608,450028,450636,0,0,107891,401342,49294,418772,3717,415055,"no","no","no","","no"
"The Masonic Charities of Florida Inc","Jacksonville","FL",1994,"true",150963,6,0,0,640049,0,0,150963,150963,126724,0,0,126486,24477,664526,96,664430,"no","no","no","no","no"
"CHESAPEAKE PUBLIC SCHOOLS EDUCATION FOUNDATION","CHESAPEAKE","VA",2005,"true",196989,18,0,0,463422,109846,967,1961,169335,52392,0,0,135817,33518,496247,0,496247,"no","no","yes","yes","no"
"NYC HISPANIC CHAMBER OF COMMERCEINC","NEW YORK","NY",2007,"",211133,24,0,0,193677,50275,0,55145,211133,0,0,71720,122878,88255,285805,6376,279429,"no","no","no","","no"
"CITY UNION OF COLUMBIA","COLUMBIA","MO",NA,"true",100531,4,0,350,10744,47282,37910,15210,100531,0,0,0,57991,42540,534080,0,534080,"no","no","no","","no"
"THE AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION ST LOUIS REGIONAL CHAPTER","SAINT LOUIS","MO",1984,"true",2219139,24,0,218953,2270209,2033426,7977,3650,2037141,176309,0,738652,1714126,323015,2694370,221692,2472678,"no","no","yes","yes","yes"
"Students Offering Smiles Inc","Miami","FL",2015,"true",286,3,0,0,NA,286,0,0,286,0,0,0,204,82,0,0,0,"no","no","yes","yes","no"
"NAVAL LODGE NO 353","PORT ANGELES","WA",1927,"",330499,11,0,0,1144340,53248,4847,14382,199453,0,0,42174,248342,-48889,1151452,87888,1063564,"no","yes","yes","no","yes"
"Issaquah Youth Football","Issaquah","WA",2010,"true",216449,10,0,0,164905,17485,16,137908,169817,1022,0,0,180864,-11047,153858,0,153858,"no","no","yes","no","no"
"PINEGROVE DEVELOPMENT CORPORATION C/O YORK HOUSING AUTHORITY","YORK","ME",2002,"true",266313,13,0,0,2695791,95098,318,170897,266313,0,0,0,318316,-52003,2645139,16650,2628489,"no","yes","yes","yes","yes"
"WILLOWBROOK ROTARY FOUNDATION","HOUSTON","TX",2000,"true",40804,7,0,0,107877,0,227,0,36779,0,0,0,46816,-10037,197840,1e+05,97840,"no","no","no","","no"
"POPE COURTLAND WATER ASSOCIATION IN","BATESVILLE","MS",1964,"",310450,5,0,0,2017304,0,918,309532,310450,0,0,65546,237957,72493,2089138,118773,1970365,"no","yes","no","","no"
"LANCASTER RHF HOUSING INC","LONG BEACH","CA",2006,"true",478910,7,0,0,11474972,225715,647,248535,478910,0,0,0,847632,-368722,11233947,13839124,-2605177,"yes","yes","yes","yes","yes"
"THE VINE MINISTRY INC","GOSHEN","IN",1989,"true",177288,8,0,0,500588,173022,4266,0,177288,0,0,69590,203696,-26408,468122,-2157,470279,"no","no","no","","no"
"CAMPUS AUXILIARY SERVICES INC AT STATE UNIVERSITY COLLEGE GENESEO NEW YORK","GENESEO","NY",1952,"true",20163365,14,858945,0,20374480,0,244828,18984504,19334827,0,0,7880084,18769634,565193,20956689,7662090,13294599,"no","yes","yes","yes","yes"
"BELEN LODGE 1680 LOYAL ORDER OF MOOSE","BELEN","NM",1970,"",655793,8,0,9360,359852,4491,9,174952,655793,0,0,103753,594146,61647,416626,22749,393877,"no","yes","no","no","no"
"BPOE 1827 PULASKI ELKS LODGE","PULASKI","TN",1954,"",201214,7,0,0,244813,67937,0,0,82839,6671,0,3600,102750,-19911,234934,26076,208858,"no","yes","no","","no"
"WALTERBORO TOURISM COMMISSION","WALTERBORO","SC",NA,"",195414,4,0,0,19857,195378,36,0,195414,0,0,0,181800,13614,33471,0,33471,"no","no","no","","no"
"FARM-CITY PRO RODEO COMPANY","HERMISTON","OR",1992,"",548389,7,0,0,133299,0,111,0,19192,0,0,0,0,19192,718440,570949,147491,"no","no","no","","no"
"SANTA BARBARA CEMETERY ASSOCIATION","SANTA BARBARA","CA",1867,"",2461782,5,0,0,18950510,0,371413,298228,2287608,0,0,782037,1518415,769193,19963709,130898,19832811,"no","no","yes","yes","no"
"LUNA COUNTY HISTORICAL SOCIETY INC","DEMING","NM",1988,"true",379189,12,0,0,778584,314925,2277,0,343790,0,0,0,148835,194955,973539,0,973539,"no","no","no","","no"
"WOW Trail","LACONIA","NH",NA,"true",93341,0,0,0,171348,16719,12,0,61513,0,0,0,35181,26332,196424,3250,193174,"no","no","no","no","no"
"Steamfitters Local Union No 614 Health and Welfare Fund","Goodlettsville","TN",1960,"",7663404,6,0,0,5235517,0,94164,6771975,6866139,0,5542254,0,6075347,790792,6018729,5226160,792569,"no","no","no","","no"
"OCEAN BEACH CHILD CARE PROJECT INC","SAN DIEGO","CA",1976,"true",521643,6,0,0,36090,503686,18,17939,521643,0,0,413312,521362,281,38744,12118,26626,"no","no","no","","no"
"AMYLOIDOSIS SUPPORT GROUPS INC","WOOD DALE","IL",NA,"true",380152,8,0,0,290101,0,2137,378015,380152,0,0,0,329029,51123,341224,0,341224,"no","no","no","no","no"
"Associated Colleges of Central Kansas","McPherson","KS",1966,"true",1649750,6,0,0,325753,243,233,1649274,1649750,0,0,344561,1653518,-3768,322410,1919,320491,"yes","no","no","","no"
"SWEENY CHRISTIAN SCHOOL","SWEENY","TX",1982,"true",249933,5,0,0,351474,30925,72,202126,249487,9475,0,152618,221313,28174,379648,0,379648,"no","no","no","","no"
"MIAMI-DADE HISTORIC MARITIME MUSEUM","KEY WEST","FL",2002,"true",208634,5,0,13952,799411,42400,0,166234,208634,0,0,61921,194374,14260,1044950,590028,454922,"no","no","no","","no"
"Southern California Frozen & Refrigerated Foods Council Foundation","HUNTINGTON BEACH","CA",2001,"true",87120,3,10,0,16656,20000,10,0,50423,45500,0,0,50370,53,16709,1890,14819,"no","yes","yes","yes","no"
"BENEVOLENT ORDER OF ELKS #2797","MURRELLS INLET","SC",1997,"",282134,9,3528,0,511640,78084,4,196,181209,0,0,43827,182282,-1073,517641,175716,341925,"no","yes","yes","no","no"
"COLORADO JAPANESE SCHOOL","AURORA","CO",NA,"true",122770,9,0,0,7497,122770,0,0,122770,0,0,82188,119695,3075,11772,1200,10572,"no","no","no","","no"
"MOUNT JACKSON LODGE 979 LOYAL ORDER OF MOOSE INC","MT JACKSON","VA",1963,"",343239,6,0,0,488051,3516,220,99154,247884,9241,0,88143,227890,19994,500752,-137433,638185,"no","yes","no","no","no"
"Friends of Coos County Animals Inc","Coos Bay","OR",2006,"true",230104,4,0,1520,236209,195412,292,34400,230104,0,0,0,162668,67436,303625,0,303625,"no","no","no","","no"
"Suffield Historical Society","Suffield","CT",1940,"true",61450,18,0,0,1131892,22198,36957,1960,61450,0,0,0,37934,23516,1217388,0,1217388,"no","no","no","","no"
"GREATER KENT COMMITTEE","DOVER","DE",1986,"",250479,90,0,0,86586,78504,39,158542,241121,0,0,105824,195775,45346,130116,3144,126972,"no","yes","no","","no"
"INTERNATIONAL BROTHERHOOD OF ELECTR WORKERS LOCAL 2326","ESSEX JUNCTION","VT",1971,"",314321,10,0,0,32725,0,0,311382,314321,0,0,212988,318219,-3898,34952,45167,-10215,"no","no","no","","no"
"ASSISTANCE LEAGUE OF MARSHALLTOWN C/O YVETTE MEYER","MARSHALLTOWN","IA",1908,"true",102056,10,587,1175,209929,101469,587,0,55425,19967,0,0,40807,14618,195135,0,195135,"no","no","no","","no"
"BENEVOLENT AND PROTECTIVE ORDER OF 1834 AUBURN-OPELIKA ELKS LODGE","AUBURN","AL",NA,"",137862,9,0,1344,754401,31737,42736,41768,137862,0,0,18433,188620,-50758,700924,126704,574220,"no","yes","yes","no","no"
"ASSISTANCE LEAGUE OF STOCKTON","STOCKTON","CA",1970,"true",149469,9,0,0,604702,49195,1429,7513,61644,0,0,0,112080,-50436,547609,76919,470690,"no","no","yes","yes","yes"
"HILLS OF REST MEMORIAL PARK INC","SIOUX FALLS","SD",NA,"",1182290,7,0,0,4647644,0,0,233694,724363,0,0,381267,833239,-108876,4614777,2352409,2262368,"no","no","no","","no"
"BLAIR COUNTY RESPIRATORY DISEASE SOCIETY","ALTOONA","PA",1923,"true",121716,10,0,4116,17906,32026,43,17686,88033,0,0,36501,67406,20627,0,0,0,"no","no","yes","yes","no"
"SF-TH INC","GREENCASTLE","IN",1990,"true",75783,7,0,0,400986,0,347,57490,75783,3725,0,0,64710,11073,410956,0,410956,"no","no","no","","no"
"AMERICAN LEGION 541 POST","BLOOMSBURG","PA",1931,"",53309,202,0,0,315008,11958,108,41243,53309,0,0,0,68122,-14813,300195,0,300195,"no","no","no","","no"
"Kings River Water Association","Fresno","CA",1927,"",1382680,8,0,0,1661728,0,615,1382065,1382680,0,0,506726,1833697,-451017,1287288,848924,438364,"no","no","no","no","no"
"NATIONAL FOUNDATION FOR THE CARE OF THE INDEGENT & ELDERLY","ASHEVILLE","NC",1995,"true",2810,3,0,0,2170320,0,0,0,2810,0,0,0,360940,-358130,0,0,0,"no","no","no","","no"
"BPOE #622 Annapolis Elks Lodge","Edgewater","MD",1988,"",680070,26,0,0,3369788,0,6738,90106,162702,0,0,18435,295974,-133272,3221261,112999,3108262,"no","no","no","","no"
"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA 104","NEWPORT","RI",1898,"",560046,9,0,0,535387,100029,4544,0,450319,7261,0,120674,459702,-9383,574455,268791,305664,"no","yes","no","","no"
"L'ARCHE ERIE INC","ERIE","PA",1972,"true",3814085,11,0,4413,2267098,3559228,12655,196770,3785120,0,0,2591249,3391358,393762,2556060,581530,1974530,"no","no","yes","yes","yes"
"THE FULLER CENTER FOR HOUSING INC","AMERICUS","GA",2005,"true",2533347,12,0,92438,887556,2533347,0,0,2533347,2075950,0,566465,2916183,-382836,863145,391465,471680,"no","no","yes","yes","yes"
"GAMMA THETA HOUSE CORPORATION","GOLETA","CA",1989,"",234396,3,0,0,299717,9756,0,224640,234396,0,0,0,234760,-364,299353,0,299353,"no","yes","no","no","no"
"Marlboro Lodge #1856 - Loyal Order of Moose Inc","Upper Marlboro","MD",1957,"",464689,4,0,0,2318159,9717,9,454963,464689,607,0,47682,429256,35433,2334051,527842,1806209,"no","yes","yes","no","yes"
"MOUNT EATON CARE CENTER INC","MOUNT EATON","OH",NA,"true",615095,5,0,0,359935,113956,2092,493250,615095,0,0,357295,528648,86447,403290,15672,387618,"no","no","no","","no"
"A Place To Turn Inc","Natick","MA",1982,"true",380943,9,0,18054,565777,360173,2366,0,380663,0,0,191010,321196,59467,625244,375,624869,"no","no","yes","no","yes"
"WAYSIDE VOLUNTEER FIRE DEPARTMENT","STATESVILLE","NC",1969,"true",443327,11,0,0,1968632,441484,522,0,443327,0,0,230533,502433,-59106,1816111,889293,926818,"no","no","no","","no"
"NISHIYAMATO INC DBA NISHIYAMATO ACADEMY OF CALIFORNIA","LOMITA","CA",1993,"true",3905342,3,0,177850,4350121,776841,4861,3123640,3905342,0,0,1976427,3303708,601634,4942147,13489,4928658,"no","yes","yes","yes","yes"
"AMERICAN BOARD OF DENTAL EXAMINERS INC","LAS VEGAS","NV",2005,"true",646275,15,0,0,148790,0,0,646275,646275,0,0,119373,524509,121766,254041,764,253277,"no","no","yes","no","no"
"CENTRE HILLS COUNTRY CLUB","STATE COLLEGE","PA",1921,"",3893599,9,224910,0,5914498,0,2587,2482260,3400156,0,0,1557125,3206992,193164,5993498,2685567,3307931,"no","yes","no","","no"
"THE LITTLE EXCHANGE INC","DAYTON","OH",2008,"true",363136,16,0,0,288903,4533,155,0,179005,14000,0,62829,149551,29454,314957,32552,282405,"no","no","yes","yes","yes"
"FORSTER RANCH MASTER ASSOCIATION 1","ALISO VIEJO","CA",1984,"",1358221,6,0,0,3928606,1311912,46309,0,1358221,0,0,0,1248124,110097,4057288,156032,3901256,"yes","yes","no","","no"
"FLORIDA SOCIETY OF HEALTH-SYSTEM PHARMACISTS INC","TALLAHASSEE","FL",1974,"",894776,14,0,0,944500,0,7691,868774,894776,51208,0,128185,771407,123369,1052705,368380,684325,"no","no","yes","no","no"
"GEORGIA HIGH SCHOOL RODEO ASSOC INC","MARBLE","NC",1983,"true",394151,20,0,0,46734,394151,0,0,394151,0,119643,0,399459,-5308,41426,0,41426,"no","no","yes","yes","no"
"MERCED COUNTY SPRING FAIR HERITAGE FOUNDATION","LOS BANOS","CA",2011,"true",252166,11,26,0,56569,252140,26,0,252166,0,0,0,230123,22043,78612,0,78612,"no","no","no","no","no"
"CATSKILL ELKS LODGE 1341 BENEVOLENT AND PROTECTIVE ORDER OF","CATSKILL","NY",1917,"",451538,7,2499,0,982159,36336,6391,0,104711,0,0,10080,129642,-24931,947728,19080,928648,"no","yes","no","","no"
"CATHOLIC HOUSING OF MOBILE INC","MOBILE","AL",1975,"true",1852129,6,0,0,4022457,40225,721,1811183,1852129,0,0,0,1915996,-63867,3857017,6104151,-2247134,"yes","no","no","","no"
"THE RED BRICK NURSERY SCHOOL INC","BARRINGTON","RI",1982,"true",447857,8,0,0,509173,0,2279,436273,443604,0,0,362427,460015,-16411,474945,200357,274588,"no","yes","no","","yes"
"GREATER CAPE MAY ELKS LODGEINC 2839","NORTH CAPE MAY","NJ",NA,"",392719,12,0,11506,673104,93387,5,50339,260297,0,0,4300,237386,22911,691547,524917,166630,"no","yes","yes","no","no"
"LANDISBURG FIRE COMPANY","LANDISBURG","PA",1949,"true",157577,25,16849,0,1428097,28975,4262,46070,107245,0,0,0,95396,11849,1437505,0,1437505,"no","yes","no","","no"
"KNIGHTS OF COLUMBUS","Montrose","CO",1907,"",89608,3,-10942,0,263647,2720,2120,0,-6102,0,0,0,22605,-28707,234940,0,234940,"no","no","yes","no","no"
"COMMITTEE OF 1926 OF PA","PHILADELPHIA","PA",1931,"true",512176,18,0,2042,1572491,54223,159381,14265,227987,0,0,40623,124101,103886,1676112,336900,1339212,"no","no","yes","yes","no"
"ZIA ENDOWMENT INC","ALAMOGORDO","NM",1982,"true",66935,5,0,0,932614,0,935,0,26342,31713,0,0,40389,-14047,918567,0,918567,"no","no","yes","no","no"
"SIXTY-TWO PLAZA CENTRAL INC","EASLEY","SC",1990,"true",255139,4,0,0,627418,186698,223,67169,255139,0,0,0,251174,3965,614707,599528,15179,"yes","no","no","","no"
"AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION","TAMPA","FL",1987,"true",2612074,11,1956,262115,1997871,2579574,1468,0,2552098,539062,0,1096377,2739172,-187074,1833809,557000,1276809,"no","no","yes","yes","yes"
"Friends in the West","Bellingham","WA",1980,"true",17480,3,0,0,273965,6260,0,0,17480,0,0,0,19353,-1873,270528,4505,266023,"no","no","no","","no"
"BENEVOLENT AND PROTECTIVE ORDER OF ELKS 346","NIAGARA FALLS","NY",1896,"",157753,9,10951,0,824524,22704,258,0,72648,0,0,20020,132304,-59656,765841,16285,749556,"no","yes","no","no","no"
"PLUMBERS PIPEFITTERS LOCAL 25 WELFARE FUND","ROCK ISLAND","IL",1963,"",22570173,10,0,0,35096783,0,2507329,14855818,17363147,0,14548070,150424,15407745,1955402,38063206,18843107,19220099,"no","no","yes","yes","yes"
"COMMUNITY ASSOCIATION FOR PRESCHOOL EDUCATION INC","LIVERMORE","CA",1965,"true",6147166,7,0,0,855942,6147050,116,0,6147166,0,0,3823537,6107580,39586,1035161,848907,186254,"no","no","yes","yes","yes"
"ESTES PARK SALUD FOUNDATION","ESTES PARK","CO",1995,"true",132767,9,0,49,430585,109577,14221,0,123798,50804,0,0,74422,49376,493733,0,493733,"no","no","no","","no"
"RECESS RESOURCES INC","VESTAL","NY",1989,"true",447924,8,0,0,63554,0,3,447921,447924,0,0,345631,461233,-13309,45426,30243,15183,"no","no","no","","no"
"WEGENE ETHIOPIAN FOUNDATION","McLean","VA",2002,"true",130398,7,0,48739,128166,130398,0,0,130398,72597,0,0,131192,-794,128382,2413,125969,"no","no","no","","no"
"PEJEPSCOT ENDOWMENT TRUST","BRUNSWICK","ME",1981,"true",197882,3,0,0,925392,0,102836,0,102836,0,0,0,67039,35797,961189,0,961189,"no","no","yes","no","no"
"JAMES E TAYLOR MINISTRIES INC","WACO","TX",2005,"true",166376,2,0,0,767054,113297,42583,0,155880,100,2575,23253,76242,79638,846645,1395,845250,"no","no","no","","no"
"YORKTOWN HEIGHTS ENGINE CO 1","YORKTOWN HEIGHTS","NY",1909,"true",188630,103,0,0,757553,42445,24885,0,179638,0,0,0,118868,60770,818323,0,818323,"no","no","no","","no"
"IBEW LOCAL 124 - KC CHAPT NECA LABOR MGMT COOPERATIVE TRUST FUND","KANSAS CITY","MO",1995,"",642849,7,0,0,832410,0,0,642849,642849,6200,0,5445,378636,264213,1063072,2755,1060317,"no","no","no","","no"
"UNITED STATES LUGE FEDERATION FOUNDATION INC","LAKE PLACID","NY",1985,"true",146694,9,21044,0,1353175,25650,100005,0,125655,75000,0,0,106231,19424,1414448,1378892,35556,"no","yes","no","","no"
"NATIONAL ASSOCIATION OF ACADEMIES OF SCIENCE","WAYNE","NE",1926,"true",132460,7,0,0,115649,45020,280,87160,132460,0,0,0,114065,18395,134044,0,134044,"no","yes","no","","no"
"LIONS CLUB OF SEAFORD DELAWARE","SEAFORD","DE",1967,"",2250,9,0,0,2800,2250,0,0,2250,0,0,0,2542,-292,2508,0,2508,"no","no","no","","no"
"Midwest Gateway RV Dealers Assoc","Valley Park","MO",1990,"",452649,4,0,0,252966,10900,132,441617,452649,12000,0,0,422993,29656,283109,11567,271542,"no","yes","no","no","no"
"National Guard Association of Arizona","Phoenix","AZ",1982,"",420086,8,0,0,338563,88511,7,79215,151447,6600,0,92054,245415,-93968,233563,6173,227390,"no","no","no","no","no"
"PEOPLE IN NEED - LAWRENCE COUNTY","New Castle","PA",1999,"true",1019987,8,0,13512,1056708,350920,998,666155,1019987,0,0,652113,1045863,-25876,1034478,31578,1002900,"no","no","yes","yes","yes"
"South Shore Conference Inc","Brockton","MA",1994,"true",3127753,3,0,0,140424,0,407,3127346,3127753,0,0,98491,3042799,84954,212722,0,212722,"no","no","yes","yes","yes"
"Utilization Technology Development NFP","DesPlaines","IL",2003,"",4615721,19,0,0,5423571,4556443,53235,6043,4615721,0,0,0,4054566,561155,6289157,3719363,2569794,"yes","yes","yes","yes","no"
"RALEIGH FINE ARTS SOCIETY INC","RALEIGH","NC",1965,"true",512659,25,0,0,1574619,140304,89401,122812,352517,0,0,0,233885,118632,1738548,1516,1737032,"no","no","no","","no"
"COMMUNITY SOLUTIONS FOR CHILDREN FAMILIES AND INDIVIDUALS","GILROY","CA",1972,"true",26878298,12,0,245197,6836050,25844991,3882,385999,26806737,0,0,20262403,26816791,-10054,6602891,5696279,906612,"no","no","yes","yes","yes"
"PAINTERS DISTRICT COUNCIL NO 30 LABOR MANAGEMENT INDUSTRY DEVELOPMENT FUND","AURORA","IL",2008,"",1554663,8,0,0,1592766,0,10180,1511092,1554663,185352,471991,63097,1875706,-321043,1408041,230124,1177917,"no","yes","no","","no"
"MATERNAL AND CHILD HEALTH COALITION OF GREATER KANSAS CITY INC","KANSAS CITY","MO",2000,"true",1286078,16,0,9534,872918,1253839,14007,0,1286078,0,0,592279,1301458,-15380,844768,54698,790070,"no","yes","yes","yes","yes"
"ALPHA PHI SIGMA NATIONAL CRIMINAL JUSTICE HONOR SOCIETY C/O NOVA UNIV","FT LAUDERDALE","FL",1942,"true",583411,14,0,0,1004290,532096,25991,0,558087,19583,0,176759,447753,110334,1112397,0,1112397,"no","no","no","","no"
"Arkansas School Band & Orchestra Association","Russellville","AR",1968,"true",367983,26,0,0,417714,115509,430,252044,367983,0,0,141822,357691,10292,428003,0,428003,"no","yes","no","","no"
"LITTLE THEATRE OF JAMESTOWN INC","JAMESTOWN","NY",1936,"true",218245,13,0,0,271849,125239,82,92472,218245,0,0,13347,153174,65071,404645,161200,243445,"no","no","no","","no"
"NC LIVE FOUNDATION","RALEIGH","NC",2013,"true",45355,6,0,294,66382,37555,0,7800,45355,0,0,0,52664,-7309,59073,0,59073,"no","no","no","","yes"
"ALASKA HAWAII MOOSE ASSOCIATION","PALMER","AK",1985,"",69996,6,39797,0,260828,17744,1881,8720,68142,13056,0,0,57689,10453,274120,3911,270209,"no","no","no","","no"
"WHITE MTN LODGE #2650 LOYAL ORDER OF THE MOOSE","SHOW LOW","AZ",2010,"",357922,9,0,0,57074,14151,28,225746,270999,0,0,72193,264889,6110,65669,2485,63184,"no","no","yes","no","yes"
"ILLINOIS POLICE ASSOCIATION","ELMWOOD PARK","IL",1901,"",1383028,14,0,1001825,1644663,1217149,55590,0,1374790,0,29200,138989,1280533,94257,1804804,7824,1796980,"no","yes","no","","no"
"ILLINOIS RECYCLING ASSOCIATION C/O PAULA CROSS","DECATUR","IL",1982,"",26940,110,0,0,33034,20897,3,0,26640,0,0,1889,30071,-3431,29603,0,29603,"no","no","yes","no","no"
"INDO-CHINESE ASSOCIATION OF SAN DIEGO INC","SAN DIEGO","CA",NA,"true",130028,3,0,16733,949863,129877,151,0,130028,222634,0,0,269816,-139788,810075,0,810075,"no","no","no","no","no"
"KAPPA DELTA SORORITY HOUSE CORP","Columbus","OH",1922,"",636156,3,0,0,679121,0,8768,0,175514,0,0,0,14223,161291,840413,0,840413,"no","no","no","","no"
"HAVEN OF REST RESCUE MISSION INC","BRISTOL","TN",1955,"true",1208635,10,0,80489,1634436,800505,324,0,1208635,0,0,520996,996342,212293,1851201,33718,1817483,"no","yes","no","","no"
"JAY PATRIOT BAND BOOSTERS INC","PORTLAND","IN",1975,"true",155875,10,0,0,83021,21758,6,11438,100559,0,0,0,82275,18284,92687,0,92687,"no","no","no","","no"
"SCIENCE CENTRAL INC","FORT WAYNE","IN",1995,"true",1926336,22,0,103820,4889968,1262489,11026,502166,1839996,0,0,902370,1724835,115161,5027426,110673,4916753,"no","no","yes","yes","yes"
"THE HURFORD HOUSE INC","SOUTH BEND","IN",2001,"true",95772,16,0,0,760008,46973,7,46710,95772,0,0,0,108648,-12876,750781,21325,729456,"yes","yes","yes","yes","no"
"FRATERNAL ORDER OF EAGLES 712 AERIE","FREMONT","OH",1908,"",1414906,1251,0,0,758282,29556,40,24395,373433,44114,3208,177552,398210,-24777,733505,0,733505,"no","yes","no","","no"
